p0x,p0y,p1x,p1y,p2x,p2y,p3x,p3y,p4x,p4y,l0x,l0y,l1x,l1y,l2x,l2y,l3x,l3y,l4x,l4y,iteration,execution_time,gps0_lon,gps0_lat,gps0_alt,gps1_lon,gps1_lat,gps1_alt,gps2_lon,gps2_lat,gps2_alt,gps3_lon,gps3_lat,gps3_alt,gps4_lon,gps4_lat,gps4_alt
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-4.0,-5.0,96938.003362,84926.5421836,82858.8964576,105945.371369,75144.0346115,49503.8219226,49,52.77251315116882,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-14.1036109751,16.5161709421,96941.4952895,84927.139074,82865.8555547,105945.130915,75155.0935522,49495.3983249,49,63.57134675979614,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-13.0524024928,18.7299175908,96938.8800929,84926.228836,82864.4376992,105947.048354,75152.6135032,49502.5157981,49,59.1532769203186,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-6.06117488826,6.07848832294,96941.0081108,84926.8680867,82856.3806235,105950.135143,75151.1341132,49503.5044947,49,61.4236626625061,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-3.0,-4.0,96939.7481691,84925.9538432,82856.2649325,105949.542824,75146.2323815,49505.8850374,49,52.11866092681885,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,1.11546680902,-4.05954648163,96936.4281953,84925.5259484,82862.5860189,105949.421811,75152.2519475,49503.1776701,49,53.596616983413696,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-4.56917597988,-0.80205258983,96940.2939958,84926.8084555,82857.6807662,105951.727325,75149.2984851,49506.6667393,49,55.30803561210632,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,6.80194705796,-2.91445920156,96942.3426086,84927.3018006,82858.2481693,105948.74408,75137.2232002,49508.1252982,49,54.34109878540039,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,3.0,-7.0,96938.2672273,84926.4393382,82862.5087317,105946.698961,75153.7125372,49499.752464,49,54.25501775741577,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-6.61178795323,10.1493657312,96938.8635802,84926.4049154,82860.5852808,105946.083468,75152.6019021,49501.0027664,49,62.27808403968811,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,1.79664059264,-2.50054868237,96938.3344152,84925.4794393,82861.9989134,105947.087877,75149.4895935,49501.4145084,49,51.990285873413086,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-8.16225535659,12.5310361217,96936.5676687,84924.7188009,82858.1542798,105946.575801,75138.821392,49506.0862896,49,64.61558747291565,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-12.5912435256,15.2526465007,96940.1011051,84926.1856879,82862.6018031,105945.236462,75141.2424851,49506.981124,49,62.36709523200989,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-2.0,-6.0,96938.4018328,84925.6080147,82864.6511522,105945.788041,75146.5047643,49502.6434849,49,54.59532880783081,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-18.4071213753,19.6623282095,96940.6788293,84925.348008,82860.847018,105947.436233,75152.337575,49498.7559943,49,63.83171463012695,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-9.63767831397,13.3967846707,96941.4789865,84928.1163783,82858.8232111,105944.421218,75151.8464061,49499.3434973,49,61.15387225151062,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-11.8089293581,17.5330276524,96938.591505,84926.3790625,82863.3123464,105947.814656,75143.1851452,49506.8981827,49,62.53571128845215,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-12.5250232975,14.6029708944,96940.0014087,84925.9638204,82862.3209803,105944.421503,75142.1635987,49505.0653671,49,63.107765436172485,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-10.1971461826,15.4645059432,96939.05992,84926.706703,82856.3462436,105946.937982,75155.0407149,49497.2447133,49,61.903467416763306,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-7.0,-3.0,96939.5235711,84926.1152033,82860.4679864,105947.601746,75146.428624,49501.8060115,49,51.95947575569153,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-4.35008161573,5.12210853528,96940.3195894,84926.7381694,82861.9416907,105946.44669,75149.5874038,49504.5887396,49,63.93212676048279,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-14.3890307216,17.4469205668,96940.1581037,84926.2204127,82857.9130096,105945.513455,75151.1217624,49497.2200899,49,60.75211048126221,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-1.94622713749,4.83445920635,96938.2561365,84926.3077969,82855.0686726,105949.806378,75142.5481049,49509.5507803,49,62.49669814109802,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-3.0,-6.0,96936.0537773,84925.0834481,82859.6932019,105943.822482,75144.9494064,49503.1962633,49,54.27151370048523,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-6.21909103148,7.23247203454,96940.1103773,84926.5673907,82856.6108311,105949.578607,75138.4550447,49510.2533144,49,63.1766459941864,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-9.64655591258,13.7058277153,96937.3834376,84924.8984162,82865.6095401,105945.209728,75150.2818095,49501.8958913,49,62.79664325714111,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-10.3148893089,17.616633949,96935.3929898,84924.6289336,82860.2746622,105945.918231,75143.5808557,49502.5278188,49,60.303852558135986,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-3.0,-2.0,96939.6635674,84926.7761682,82859.6166573,105951.106416,75136.2090133,49511.2559773,49,53.23188614845276,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-18.0054233919,21.9896098467,96938.7925163,84925.0790711,82858.0825986,105949.460943,75148.3335746,49502.0057397,49,62.29588317871094,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-8.24285296495,10.1904396234,96939.8085249,84926.3198865,82859.9808011,105943.271001,75149.3084028,49500.1366796,49,60.27577042579651,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-10.7121091362,16.2935041477,96937.4418281,84925.5448709,82856.4460443,105947.069513,75144.2854586,49504.3910129,49,64.58127331733704,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,7.0,-5.0,96940.1852069,84926.0557528,82865.9381417,105946.1782,75146.2095265,49503.690961,49,51.03384470939636,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-8.0,-2.0,96940.1963161,84926.324537,82856.2085444,105947.047949,75149.5873054,49506.5880772,49,52.95609641075134,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,6.29395274455,-4.89435476803,96938.1658585,84925.7254517,82862.1603038,105950.053163,75142.7623515,49506.6344612,49,53.76462411880493,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-5.36878792459,11.5162411172,96938.4505883,84927.2760421,82858.037203,105944.68391,75142.8554548,49505.790534,49,63.00535464286804,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-13.8074277318,15.4253935356,96940.4746325,84925.9141674,82862.6058136,105947.858036,75141.2732015,49505.8183804,49,62.91388177871704,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-12.828439962,17.408067968,96939.0522873,84926.0954492,82858.0657272,105947.470461,75147.5357566,49506.2516035,49,64.29025292396545,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-7.78408480297,10.5971775108,96938.6894394,84925.9485608,82856.8350444,105949.319171,75149.7609744,49503.4309761,49,60.86863899230957,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-4.0,-4.0,96940.9052335,84926.9422651,82861.7086818,105945.27053,75155.2303133,49495.1705499,49,53.28860402107239,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
-3033526.90248,-3909539.39455,2.0,2.0,96933.6056432,84923.5794734,82860.0649791,105942.633879,75141.1814831,49505.8602261,-3033526.90248,-3909539.39455,-4.0,-7.0,96939.9437543,84925.6212376,82861.2952903,105942.805984,75152.9508221,49499.4660943,49,53.246994733810425,0.0,0.0,0.0,2.0,2.0,2.0,143.1362385,-35.84156328,63.2729524,143.3707744,-35.96631476,64.82851725,142.7455498,-36.040458,67.94230849
